YEAR,STATE,STATE_ABV,TOTAL_BALLOTS_COUNTED,VOTE_FOR_HIGHEST_OFFICE,VAP,NONCITIZEN_PCT,INELIGIBLE_PRISON,INELIGIBLE_PROBATION,INELIGIBLE_PAROLE,INELIGIBLE_FELONS_TOTAL,ELIGIBLE_OVERSEAS,VEP,VEP_TURNOUT_RATE,VAP_TURNOUT_RATE
2014,Idaho,ID,"445,307","439,830","1,205,909",4.6%,"7,901","33,450","4,217","30,850",,"1,119,588",39.77%,36.93%
2014,Illinois,IL,"3,680,417","3,627,690","9,893,765",8.7%,"46,465",0,0,"46,465",,"8,986,543",40.95%,37.20%
2014,Indiana,IN,"1,387,622","1,341,814","5,017,809",3.7%,"28,638",0,0,"28,638",,"4,803,512",28.89%,27.65%
2014,Iowa,IA,"1,142,284","1,129,700","2,384,136",3.5%,"8,686","29,929","5,769","31,215",,"2,269,477",50.33%,47.91%
2014,Kansas,KS,"887,023","869,502","2,181,529",5.3%,"9,326","16,328","4,051","22,521",,"2,043,387",43.41%,40.66%
2014,Kentucky,KY,"1,459,409","1,435,868","3,404,267",2.5%,"21,402","54,107","16,729","68,431",,"3,250,729",44.89%,42.87%
2014,Louisiana,LA,"1,503,975","1,472,039","3,536,724",2.8%,"37,881","40,979","29,619","90,448",,"3,347,248",44.93%,42.52%
2014,Maine,ME,"616,996","611,255","1,071,220",1.7%,0,0,0,0,,"1,053,009",58.59%,57.60%
2014,Maryland,MD,"1,745,104","1,733,177","4,620,229",8.7%,20388,79539,11537,"76,467",,"4,141,802",42.13%,37.77%
2014,Massachusetts,MA,"2,186,789","2,158,326","5,382,729",8.7%,"10,014",0,0,"10,014",,"4,904,417",44.59%,40.63%
2014,Michigan,MI,"3,188,956","3,156,531","7,707,406",3.6%,"42,900",0,0,"42,900",,"7,387,039",43.17%,41.38%
2014,Minnesota,MN,"1,992,613","1,981,511","4,177,839",4.5%,"10,003","97,661","6,642","71,335",,"3,918,501",50.85%,47.69%
2014,Mississippi,MS,"631,858","631,858","2,260,078",1.7%,"18,756","34,398","9,883","47,902",,"2,173,754",29.07%,27.96%
2014,Missouri,MO,"1,509,025","1,426,303","4,669,356",2.5%,"31,432","47,303","18,495","76,417",,"4,476,205",33.71%,32.32%
2014,Montana,MT,"373,831","369,826","798,918",1.1%,"3,681",0,0,"3,681",,"786,449",47.53%,46.79%
2014,Nebraska,NE,"552,115","539,891","1,414,871",5.1%,"5,221","12,940",1067,"13,534",,"1,329,179",41.54%,39.02%
2014,Nevada,NV,"552,546","547,349","2,171,523",12.5%,"12,537",12027,5927,"25,199",,"1,874,884",29.47%,25.45%
2014,New Hampshire,NH,"495,565","488,159","1,067,564",3.1%,"2,867",0,0,"2,867",,"1,031,603",48.04%,46.42%
2014,New Jersey,NJ,"1,955,042","1,869,535","6,872,067",11.9%,"20,255",115898,14889,"100,047",,"5,954,244",32.83%,28.45%
2014,New Mexico,NM,"519,436","512,805","1,587,274",7.4%,"6,879","16,060","2,255","18,128",,"1,451,687",35.78%,32.73%
2014,New York,NY,"3,930,310","3,819,010","15,453,917",12.1%,"48,376",0,44889,"93,265",,"13,490,728",29.13%,25.43%
2014,North Carolina,NC,"2,939,767","2,915,281","7,681,181",5.9%,"35,726",90918,10025,"96,665",,"7,131,326",41.22%,38.27%
2014,North Dakota,ND,"255,128","248,670","572,498",2.2%,"1,700",0,0,"1,700",,"558,203",45.71%,44.56%
2014,Ohio,OH,"3,149,876","3,055,913","8,968,923",2.4%,"51,024",0,0,"51,024",,"8,702,645",36.19%,35.12%
2014,Oklahoma,OK,"825,607","824,831","2,931,636",4.6%,"27,650","28,568","2,560","46,208",,"2,750,573",30.02%,28.16%
2014,Oregon,OR,"1,541,782","1,469,717","3,119,674",6.7%,"15,075",0,0,"15,075",,"2,895,581",53.25%,49.42%
2014,Pennsylvania,PA,"3,535,576","3,495,866","10,088,426",3.5%,"49,643",0,0,"49,643",,"9,685,688",36.50%,35.05%
2014,Rhode Island,RI,"329,212","324,055","844,183",7.3%,"3,294",0,0,"3,294",,"779,264",42.25%,39.00%
2014,South Carolina,SC,"1,261,611","1,246,301","3,760,446",3.4%,"20,917","35,096","5,225","45,796",,"3,586,795",35.17%,33.55%
2014,South Dakota,SD,"282,291","279,412","640,486",2.2%,"3,528",0,"2,611","6,139",,"620,256",45.51%,44.07%
2014,Tennessee,TN,"1,430,117","1,374,065","5,061,487",3.5%,"28,495","62,950","13,498","77,245",,"4,807,090",29.75%,28.25%
2014,Texas,TX,"4,727,208","4,727,208","19,958,796",13.3%,"157,361","388,101","111,412","486,110",,"16,818,166",28.11%,23.68%
2014,Utah,UT,"577,973","565,970","2,045,779",6.8%,"6,824",0,0,"6,824",,"1,899,842",30.42%,28.25%
2014,Vermont,VT,"202,445","193,087","504,200",2.2%,0,0,0,0,,"493,107",41.05%,40.15%
2014,Virginia,VA,"2,194,346","2,184,473","6,462,450",6.9%,"36,943","54,966","1,732","69,456",,"5,947,085",36.90%,33.96%
2014,Washington,WA,"2,124,330","2,029,189","5,485,062",8.4%,"17,345","94,112","9,880","79,928",,"4,944,389",42.96%,38.73%
2014,West Virginia,WV,"462,864","451,498","1,467,174",0.9%,"6,873","7,174","2,749","13,639",,"1,440,331",32.14%,31.55%
2014,Wisconsin,WI,"2,422,248","2,410,314","4,454,913",3.1%,"22,097","46,212","20,010","67,986",,"4,248,825",57.01%,54.37%
2014,Wyoming,WY,"171,153","168,390","444,797",2.7%,"2,330","5,196",715,"5,955",,"426,832",40.10%,38.48%
2012,United States,,130231296,129070906,240897888,8.4%,1473412,2342582,637410,3352390,5127418,222437494,58.57%,54.09%
2012,Alabama,AL,2083309,2074338,3705982,2.6%,32232,57993,8616,71584,,3538042,58.88%,56.21%
2012,Alaska,AK,301694,300495,544269,3.8%,5633,7173,1882,11317,,512270,58.89%,55.43%
2012,Arizona,AZ,2323579,2306559,4963741,9.9%,35188,72452,7460,81048,,4391282,52.91%,46.81%
2012,Arkansas,AR,1078548,1069468,2244163,3.5%,14471,30122,23372,53808,,2111810,51.07%,48.06%
2012,California,CA,13202158,13038547,28871296,17.4%,119455,0,89287,208742,,23638949,55.85%,45.73%
2012,Colorado,CO,2596173,2569522,3980623,6.9%,18807,0,11458,30265,,3675695,70.63%,65.22%
2012,Connecticut,CT,1560640,1558960,2804156,8.5%,16935,0,2793,19728,,2546075,61.30%,55.65%
2012,Delaware,DE,417631,413921,714081,5.1%,6610,15641,601,15501,,662162,63.07%,58.49%
2012,District of Columbia,DC,294254,293764,531080,9.7%,0,0,0,0,,479566,61.36%,55.41%
2012,Florida,FL,8538264,8474179,15367936,10.8%,91954,240869,4538,224153,,13484046,63.32%,55.56%
2012,Georgia,GA,3919355,3900050,7441387,7.2%,52737,442061,24761,311790,,6593817,59.44%,52.67%
2012,Hawaii,HI,437159,434697,1091451,9.2%,5544,0,0,5544,,985494,44.36%,40.05%
2012,Idaho,ID,666290,652274,1172481,4.6%,7985,31606,3848,28584,,1089963,61.13%,56.83%
2012,Illinois,IL,5279752,5242014,9838883,8.9%,49348,0,0,49348,,8913874,59.23%,53.66%
2012,Indiana,IN,2663368,2624534,4959521,3.6%,28266,0,0,28266,,4752712,56.04%,53.70%
2012,Iowa,IA,1589951,1582180,2356497,3.2%,8470,29333,5151,29167,,2251922,70.60%,67.47%
2012,Kansas,KS,1182771,1156254,2162245,5.0%,9346,17021,5126,23493,,2030640,58.25%,54.70%
2012,Kentucky,KY,1815843,1797212,3374444,2.2%,21863,54511,14419,65173,,3235034,56.13%,53.81%
2012,Louisiana,LA,2014548,1994065,3495424,2.7%,40047,41298,28946,90881,,3310167,60.86%,57.63%
2012,Maine,ME,724758,713180,1063754,1.8%,0,0,0,0,,1044606,69.38%,68.13%
2012,Maryland,MD,2734062,2707327,4552894,8.9%,20871,96640,13195,85285,,4062401,67.30%,60.05%
2012,Massachusetts,MA,3184196,3167767,5278131,8.4%,10283,0,0,10283,,4824485,66.00%,60.33%
2012,Michigan,MI,4780701,4730961,7637478,3.5%,43019,0,0,43019,,7327148,65.25%,62.60%
2012,Minnesota,MN,2950780,2936561,4111021,4.4%,9383,108157,6006,72712,,3857424,76.50%,71.78%
2012,Mississippi,MS,1285584,1285584,2245738,1.5%,22305,30768,6804,45416,,2166636,59.34%,57.25%
2012,Missouri,MO,2840776,2757323,4627371,2.5%,30714,55470,20672,80785,,4430901,64.11%,61.39%
2012,Montana,MT,491966,484048,783676,0.9%,3592,0,0,3592,,773031,63.64%,62.78%
2012,Nebraska,NE,804245,794379,1394124,4.7%,4466,14260,1383,13407,,1315193,61.15%,57.69%
2012,Nevada,NV,1016664,1014918,2099011,13.3%,12883,11321,5379,24262,,1795581,56.62%,48.44%
2012,New Hampshire,NH,718700,710972,1050220,3.0%,2672,0,0,2672,,1016041,70.74%,68.43%
2012,New Jersey,NJ,3683638,3640292,6826144,12.1%,21759,114886,14987,97636,,5902545,62.41%,53.96%
2012,New Mexico,NM,786522,783757,1576959,7.3%,6553,21381,5078,22963,,1438878,54.66%,49.88%
2012,New York,NY,7128852,7074723,15334363,12.5%,49889,0,46222,96111,,13321457,53.51%,46.49%
2012,North Carolina,NC,4542488,4505372,7500448,6.1%,35567,96070,4359,90843,,6952078,65.34%,60.56%
2012,North Dakota,ND,325564,322627,548770,1.7%,1500,0,0,1500,,537941,60.52%,59.33%
2012,Ohio,OH,5632423,5580822,8894484,2.2%,50313,0,0,50313,,8648493,65.13%,63.32%
2012,Oklahoma,OK,1343380,1334872,2886686,4.5%,25225,25506,2310,41053,,2715732,49.47%,46.54%
2012,Oregon,OR,1820507,1789270,3046864,6.6%,13607,0,0,13607,,2832164,64.28%,59.75%
2012,Pennsylvania,PA,5783621,5742040,10037436,3.3%,50054,0,0,50054,,9656146,59.90%,57.62%
2012,Rhode Island,RI,451593,446049,838169,7.5%,3249,0,0,3249,,772057,58.49%,53.88%
2012,South Carolina,SC,1981516,1964118,3656261,3.5%,21895,34945,6116,46532,,3481760,56.91%,54.20%
2012,South Dakota,SD,368270,363815,630180,1.9%,3574,0,2761,6335,,611872,60.19%,58.44%
2012,Tennessee,TN,2479733,2458577,4975501,3.3%,28135,64430,13138,75421,,4735888,52.36%,49.84%
2012,Texas,TX,7993851,7993851,19204782,13.5%,157564,405473,112288,484753,,16127383,49.57%,41.62%
2012,Utah,UT,1028786,1017440,1976573,7.0%,6611,0,0,6611,,1831602,56.17%,52.05%
2012,Vermont,VT,301793,299290,501853,1.8%,0,0,0,0,,492820,61.24%,60.14%
2012,Virginia,VA,3888186,3854489,6345002,7.1%,36425,52956,1983,66475,,5828032,66.72%,61.28%
2012,Washington,WA,3172939,3125516,5329262,8.2%,16355,88339,8895,72070,,4820193,65.83%,59.54%
2012,West Virginia,WV,685099,670438,1472182,0.8%,7052,8573,2052,13648,,1446756,47.35%,46.54%
2012,Wisconsin,WI,3084115,3068434,4411462,3.2%,21987,46328,20023,66564,,4203731,73.37%,69.91%
2012,Wyoming,WY,250701,249061,441429,2.5%,2163,5162,762,5661,,424733,59.03%,56.79%
2010,United States,,90895897,89099476,240897888,8.6%,1608162,1201093,524092,3333347,4972217,221776507,40.99%,37.73%
2010,Alabama,AL,1503232,1494273,3661750,2.9%,31764,26633,9006,67403,,3487654,43.10%,41.05%
2010,Alaska,AK,261128,256192,528459,4.5%,5597,3480,2089,11166,,493475,52.92%,49.41%
2010,Arizona,AZ,1750840,1727791,4806125,10.2%,40130,40455,7993,88578,,4225272,41.44%,36.43%
2010,Arkansas,AR,789773,781333,2216571,3.7%,16204,14411,21106,51721,,2082028,37.93%,35.63%
2010,California,CA,10529134,10095485,28157259,18.0%,165062,0,105133,270195,,22823850,46.13%,37.39%
2010,Colorado,CO,1828323,1787730,3842941,7.5%,22815,0,11014,33829,,3521135,51.92%,47.58%
2010,Connecticut,CT,1153872,1153115,2771060,8.5%,19321,0,2894,22215,,2512285,45.93%,41.64%
2010,Delaware,DE,316754,307402,696911,5.0%,6598,8157,560,15315,,646761,48.98%,45.45%
2010,District of Columbia,DC,135846,132656,507942,9.3%,0,0,0,0,,460938,29.47%,26.74%
2010,Florida,FL,5473787,5411106,14916715,11.5%,104306,128110,4093,236509,,12966802,42.21%,36.70%
2010,Georgia,GA,2623035,2576161,7253576,7.6%,56432,228580,25091,310103,,6394095,41.02%,36.16%
2010,Hawaii,HI,386302,382563,1064539,9.2%,5912,0,0,5912,,960761,40.21%,36.29%
2010,Idaho,ID,459079,452535,1146045,4.4%,7431,26447,3957,37835,,1057993,43.39%,40.06%
2010,Illinois,IL,3792770,3729989,9736527,9.3%,48418,0,0,48418,,8780431,43.20%,38.95%
2010,Indiana,IN,1791832,1744481,4895546,3.4%,28028,0,0,28028,,4700148,38.12%,36.60%
2010,Iowa,IA,1133429,1116063,2328364,3.3%,9455,11190,3197,23842,,2227920,50.87%,48.68%
2010,Kansas,KS,857658,838790,2134690,5.3%,9051,8701,5063,22815,,1999897,42.89%,40.18%
2010,Kentucky,KY,1417995,1356468,3332440,2.5%,20544,28598,14628,63770,,3186792,44.50%,42.55%
2010,Louisiana,LA,1298649,1264994,3437623,2.9%,39445,21957,26202,87604,,3251832,39.94%,37.78%
2010,Maine,ME,580584,572766,1055878,1.6%,0,0,0,0,,1038785,55.89%,54.99%
2010,Maryland,MD,1868179,1857880,4453952,8.9%,22645,44090.5,13195,79931,,3976848,46.98%,41.94%
2010,Massachusetts,MA,2319963,2297039,5167053,9.1%,11312,0,0,11312,,4684240,49.53%,44.90%
2010,Michigan,MI,3268217,3226088,7555775,3.5%,44113,0,0,44113,,7249664,45.08%,43.25%
2010,Minnesota,MN,2123369,2107021,4040120,4.5%,9796,55943,5807,71546,,3787530,56.06%,52.56%
2010,Mississippi,MS,788549,788549,2221684,1.7%,21067,13397,6434,40898,,2143946,36.78%,35.49%
2010,Missouri,MO,1997271,1943899,4580080,2.6%,30623,28715,19421,78759,,4383789,45.56%,43.61%
2010,Montana,MT,367096,360341,769610,1.0%,3716,0,0,3716,,758424,48.40%,47.70%
2010,Nebraska,NE,503514,487988,1373145,4.2%,4587,8160,941,13688,,1302279,38.66%,36.67%
2010,Nevada,NV,723515,721404,2044399,13.1%,12653,5917,4964,23534,,1753166,41.27%,35.39%
2010,New Hampshire,NH,461423,456588,1033552,2.8%,2761,0,0,2761,,1001435,46.08%,44.64%
2010,New Jersey,NJ,2200974,2121584,6752083,12.4%,25007,60077.5,15563,100648,,5813989,37.86%,32.60%
2010,New Mexico,NM,630013,602827,1551751,7.7%,6659,9920,3146,19725,,1411888,44.62%,40.60%
2010,New York,NY,4763899,4658586,15121092,12.6%,56656,0,48542,105198,,13105474,36.35%,31.50%
2010,North Carolina,NC,2700706,2660079,7320628,6.1%,40116,52114,3621,95851,,6777828,39.85%,36.89%
2010,North Dakota,ND,241039,238812,527031,1.7%,1487,0,0,1487,,516826,46.64%,45.74%
2010,Ohio,OH,3956028,3852453,8827567,2.4%,51712,0,0,51712,,8566897,46.18%,44.81%
2010,Oklahoma,OK,1043507,1034767,2836265,4.3%,26252,12829,2627,41708,,2673056,39.04%,36.79%
2010,Oregon,OR,1487210,1453548,2983427,7.0%,14014,0,0,14014,,2760025,53.88%,49.85%
2010,Pennsylvania,PA,4055336,3987551,9943828,3.3%,51264,0,0,51264,,9562603,42.41%,40.78%
2010,Rhode Island,RI,346357,342290,831351,7.7%,3357,0,0,3357,,763719,45.35%,41.66%
2010,South Carolina,SC,1365480,1344198,3569456,3.9%,23578,16593,6412,46583,,3385527,40.33%,38.25%
2010,South Dakota,SD,323410,317083,615153,1.7%,3434,0,2843,6277,,598304,54.05%,52.57%
2010,Tennessee,TN,1620542,1601549,4876354,3.5%,27451,29973,12157,69581,,4636768,34.95%,33.23%
2010,Texas,TX,5066957,4979870,18480135,13.7%,173649,209339,104763,487751,,15461769,32.77%,27.42%
2010,Utah,UT,653274,643307,1911676,6.8%,6807,0,0,6807,,1774967,36.80%,34.17%
2010,Vermont,VT,243617,241605,498078,1.9%,0,0,0,0,,488761,49.84%,48.91%
2010,Virginia,VA,2214505,2189841,6193893,7.2%,37410,28327,2624,68361,,5676934,39.01%,35.75%
2010,Washington,WA,2565589,2511094,5186815,8.2%,18235,48932,6956,74123,,4687044,54.74%,49.46%
2010,West Virginia,WV,536493,529948,1468244,0.8%,6681,4312,1796,12789,,1444109,37.15%,36.54%
2010,Wisconsin,WI,2185021,2171331,4361980,3.1%,22724,23082,19572,65378,,4161265,52.51%,50.09%
2010,Wyoming,WY,190822,188463,429977,1.8%,2112,2660,682,5454,,416931,45.77%,44.38%
2008,United States,,132609063,131304731,230872030,8.4%,"1,605,448","2,451,085","627,680","3,144,831","4,972,217","213,306,165",62.17%,57.44%
2008,Alabama,AL,2105622,2099819,3595708,2.2%,"30,508","53,252","8,042","61,155",,"3,455,447",60.94%,58.56%
2008,Alaska,AK,327341,326197,507645,3.7%,"5,014","6,708","1,732","9,234",,"479,628",68.25%,64.48%
2008,Arizona,AZ,2320851,2293475,4673718,11.6%,"39,589","82,232","7,534","84,472",,"4,047,095",57.35%,49.66%
2008,Arkansas,AR,1095958,1086617,2174846,2.9%,"14,716","31,169","19,908","40,255",,"2,071,520",52.91%,50.39%
2008,California,CA,13743177,13561900,27411094,17.9%,"173,670",0,"120,753","234,047",,"22,270,461",61.71%,50.14%
2008,Colorado,CO,2422236,2401361,3708955,8.0%,"23,274",0,"11,654","29,101",,"3,383,138",71.60%,65.31%
2008,Connecticut,CT,,1646792,2725917,8.5%,"20,661",0,"2,328","21,825",,"2,472,389",,
2008,Delaware,DE,413562,412398,680493,5.3%,"7,075","17,216",551,"15,959",,"628,468",65.80%,60.77%
2008,District of Columbia,DC,266871,265853,481971,10.3%,0,0,0,0,,"432,328",61.73%,55.37%
2008,Florida,FL,8453743,8390744,14558436,11.2%,"102,388","279,760","4,528","244,532",,"12,683,359",66.65%,58.07%
2008,Georgia,GA,3940705,3924440,7063638,7.3%,"52,719","397,081","23,448","262,984",,"6,285,008",62.70%,55.79%
2008,Hawaii,HI,456064,453568,1036088,9.7%,"5,955",0,0,"5,955",,"929,632",49.06%,44.02%
2008,Idaho,ID,667506,655032,1117842,4.9%,"7,290","49,513","3,361","33,727",,"1,029,341",64.85%,59.71%
2008,Illinois,IL,5578195,5523051,9615700,9.2%,"45,474",0,0,"45,474",,"8,685,582",64.22%,58.01%
2008,Indiana,IN,2805986,2751054,4826231,3.0%,"28,322",0,0,"28,322",,"4,653,122",60.30%,58.14%
2008,Iowa,IA,1543662,1537123,2298515,2.6%,"8,766","22,958","3,159","21,825",,"2,216,929",69.63%,67.16%
2008,Kansas,KS,1264208,1235872,2100084,4.2%,"8,539","16,263","4,958","19,150",,"1,992,730",63.44%,60.20%
2008,Kentucky,KY,1858578,1826508,3277617,2.2%,"21,706","51,035","12,277","53,362",,"3,152,147",58.96%,56.71%
2008,Louisiana,LA,1979852,1960761,3342279,2.0%,"38,381","40,025","24,636","70,712",,"3,204,721",61.78%,59.24%
2008,Maine,ME,744456,731163,1049816,1.3%,0,0,0,0,,"1,036,168",71.85%,70.91%
2008,Maryland,MD,2661905,2631596,4342850,7.8%,"23,324","96,360","13,220","78,114",,"3,925,994",67.80%,61.29%
2008,Massachusetts,MA,3102995,3080985,5058035,8.6%,"11,408",0,0,"11,408",,"4,611,636",67.29%,61.35%
2008,Michigan,MI,5039080,5001766,7528460,3.3%,"48,738",0,0,"48,738",,"7,231,283",69.68%,66.93%
2008,Minnesota,MN,2921147,2910369,3975974,4.0%,"9,910","127,627","5,081","76,264",,"3,740,671",78.09%,73.47%
2008,Mississippi,MS,,1289856,2190402,1.9%,"22,754","22,267","2,922","35,349",,"2,113,435",,
2008,Missouri,MO,2950504,2925205,4507688,2.5%,"30,186","57,360","20,683","69,208",,"4,325,788",68.21%,65.45%
2008,Montana,MT,497599,491960,755384,1.3%,"3,545",0,0,"3,545",,"742,019",67.06%,65.87%
2008,Nebraska,NE,811923,801281,1348048,4.3%,"4,520","19,606",846,"14,746",,"1,275,336",63.66%,60.23%
2008,Nevada,NV,970019,967848,2000277,14.1%,"12,743","13,337","3,908","21,366",,"1,696,872",57.17%,48.49%
2008,New Hampshire,NH,719643,710970,1021787,2.6%,"2,702",0,0,"2,702",,"992,519",72.51%,70.43%
2008,New Jersey,NJ,3910220,3868237,6651284,11.7%,"25,953","128,737","15,849","98,246",,"5,774,838",67.71%,58.79%
2008,New Mexico,NM,833365,830158,1505830,8.3%,"6,402","20,883","3,724","18,706",,"1,362,140",61.18%,55.34%
2008,New York,NY,7721718,7640640,14876971,12.4%,"60,347",0,"52,225","86,460",,"12,945,767",59.65%,51.90%
2008,North Carolina,NC,4354571,4310789,7096503,5.9%,"39,482","109,678","3,409","96,026",,"6,581,783",66.16%,61.36%
2008,North Dakota,ND,321133,316621,512768,1.3%,"1,452",0,0,"1,452",,"504,650",63.63%,62.63%
2008,Ohio,OH,5773777,5698260,8757453,2.2%,"51,686",0,0,"51,686",,"8,513,103",67.82%,65.93%
2008,Oklahoma,OK,1474694,1462661,2770219,4.0%,"25,864","27,940","3,073","41,371",,"2,618,039",56.33%,53.23%
2008,Oregon,OR,1845251,1827864,2916246,6.9%,"14,167",0,0,"14,167",,"2,700,858",68.32%,63.27%
2008,Pennsylvania,PA,6071357,6012692,9813664,3.1%,"49,215",0,0,"49,215",,"9,460,225",64.18%,61.87%
2008,Rhode Island,RI,475428,471766,825786,7.0%,"4,045",0,0,"4,045",,"763,936",62.23%,57.57%
2008,South Carolina,SC,1927153,1920969,3473488,3.4%,"24,326","41,254","1,947","45,927",,"3,309,462",58.23%,55.48%
2008,South Dakota,SD,387449,381975,602539,1.2%,"3,342",0,"2,720","4,702",,"590,607",65.60%,64.30%
2008,Tennessee,TN,2618238,2599749,4771926,3.1%,"27,228","58,109","10,578","61,572",,"4,562,424",57.39%,54.87%
2008,Texas,TX,,8077795,17756112,13.5%,"172,506","427,080","102,921","437,507",,"14,921,530",,
2008,Utah,UT,971185,952370,1840087,7.2%,"6,552",0,0,"6,552",,"1,701,049",57.09%,52.78%
2008,Vermont,VT,326822,325046,492610,2.0%,0,0,0,0,,"482,758",67.70%,66.34%
2008,Virginia,VA,3753059,3723260,6022123,6.6%,"38,276","53,614","4,471","67,319",,"5,557,344",67.53%,62.32%
2008,Washington,WA,3071587,3036878,5032960,7.8%,"17,926","113,134","11,768","80,377",,"4,560,012",67.36%,61.03%
2008,West Virginia,WV,731691,713362,1453045,0.8%,"6,059","8,283","2,005","11,203",,"1,430,218",51.16%,50.36%
2008,Wisconsin,WI,2997086,2983417,4306876,3.0%,"23,379","50,418","18,105","57,641",,"4,120,029",72.74%,69.59%
2008,Wyoming,WY,256035,254658,418040,1.7%,"2,084","5,438",727,"5,167",,"405,766",63.10%,61.25%
2006,United States,,85769132,83815592,225485399,8.6%,"1,566,526","2,418,574","587,305","3,363,118","4,417,527","207,148,064",41.40%,38.04%
2006,Alabama,AL,,1250401,3513952,2.3%,"28,241","55,766","7,795","63,919",,"3,369,212",,
2006,Alaska,AK,238307,237322,492452,4.5%,"5,069","6,095",973,"9,090",,"461,202",51.67%,48.39%
2006,Arizona,AZ,1553032,1526782,4490327,12.6%,"35,892","73,265","6,213","78,738",,"3,845,808",40.38%,34.59%
2006,Arkansas,AR,780409,774680,2130080,3.3%,"13,729","31,508","16,666","46,149",,"2,013,638",38.76%,36.64%
2006,California,CA,8899059,8679416,26739781,18.9%,"175,512",0,"111,744","287,256",,"21,398,706",41.59%,33.28%
2006,Colorado,CO,1586105,1558405,3569901,8.0%,"22,481",0,"8,196","30,677",,"3,253,632",48.75%,44.43%
2006,Connecticut,CT,1162391,1134780,2683538,7.9%,"20,566",0,"2,571","23,137",,"2,448,401",47.48%,43.32%
2006,Delaware,DE,258053,254099,659410,5.3%,"7,206","16,958",600,"16,285",,"608,176",42.43%,39.13%
2006,District of Columbia,DC,122356,120620,466827,9.7%,0,0,0,0,,"421,545",29.03%,26.21%
2006,Florida,FL,4884544,4829270,14211669,11.8%,"92,969","272,977","4,785","234,243",,"12,300,449",39.71%,34.37%
2006,Georgia,GA,2143845,2122258,6799654,7.4%,"52,792","422,790","22,851","287,038",,"6,009,442",35.67%,31.53%
2006,Hawaii,HI,348988,344315,1012975,8.1%,"5,967",0,0,"5,967",,"924,957",37.73%,34.45%
2006,Idaho,ID,458927,450832,1072895,4.4%,"7,124","48,609","2,482","33,911",,"991,777",46.27%,42.77%
2006,Illinois,IL,3586292,3486671,9483856,9.2%,"45,106",0,0,"45,106",,"8,566,235",41.87%,37.81%
2006,Indiana,IN,1719351,1666922,4743856,3.1%,"26,091",0,0,"26,091",,"4,570,705",37.62%,36.24%
2006,Iowa,IA,1071509,1048033,2267991,2.8%,"8,875","22,622","3,560","23,746",,"2,180,741",49.14%,47.24%
2006,Kansas,KS,864083,849700,2062668,4.7%,"8,816","15,518","4,666","21,241",,"1,944,482",44.44%,41.89%
2006,Kentucky,KY,1370062,1253526,3218000,1.9%,"20,000","41,162","10,162","50,743",,"3,106,115",44.11%,42.57%
2006,Louisiana,LA,954896,902498,3239317,2.0%,"37,012","38,057","24,072","80,113",,"3,094,418",30.86%,29.48%
2006,Maine,ME,,550865,1037200,1.7%,0,0,0,0,,"1,019,568",,
2006,Maryland,MD,1809237,1788316,4261205,7.9%,"22,945","75,698","14,271","75,065",,"3,849,505",47.00%,42.46%
2006,Massachusetts,MA,2243835,2219779,4970780,8.7%,"11,032",0,0,"11,032",,"4,527,290",49.56%,45.14%
2006,Michigan,MI,3852008,3801256,7532918,3.6%,"51,577",0,0,"51,577",,"7,210,156",53.42%,51.14%
2006,Minnesota,MN,2217552,2202987,3896561,4.2%,"9,108","127,289","4,007","76,760",,"3,656,145",60.65%,56.91%
2006,Mississippi,MS,,610921,2154112,1.3%,"21,068","24,107","1,970","35,092",,"2,091,017",,
2006,Missouri,MO,2178278,2128459,4427266,2.2%,"30,167","54,963","18,374","76,023",,"4,253,843",51.21%,49.20%
2006,Montana,MT,411061,406505,734669,1.0%,"3,572",0,0,"3,572",,"723,750",56.80%,55.95%
2006,Nebraska,NE,610499,596087,1325932,4.3%,"4,407","18,731",662,"14,435",,"1,254,482",48.67%,46.04%
2006,Nevada,NV,586274,582572,1907976,14.4%,"12,901","13,208","3,518","23,023",,"1,610,204",36.41%,30.73%
2006,New Hampshire,NH,418550,403531,1006234,3.4%,"2,805",0,0,"2,805",,"969,217",43.18%,41.60%
2006,New Jersey,NJ,2315643,2250070,6565183,12.0%,"27,371","132,636","13,874","107,563",,"5,669,798",40.84%,35.27%
2006,New Mexico,NM,568597,561084,1464560,8.0%,"6,639","16,493","2,831","17,717",,"1,329,678",42.76%,38.82%
2006,New York,NY,4703830,4490053,14665626,12.4%,"63,315",0,"53,533","116,848",,"12,730,240",36.95%,32.07%
2006,North Carolina,NC,2036451,1940808,6799585,5.8%,"37,460","110,419","3,101","95,771",,"6,309,438",32.28%,29.95%
2006,North Dakota,ND,220479,218152,503647,1.5%,"1,363",0,0,"1,363",,"494,729",44.57%,43.78%
2006,Ohio,OH,4184072,4022754,8687609,2.2%,"49,166",0,0,"49,166",,"8,447,316",49.53%,48.16%
2006,Oklahoma,OK,,926462,2709819,3.9%,"26,243","27,415","4,329","44,280",,"2,559,856",,
2006,Oregon,OR,1399650,1379475,2829482,7.3%,"13,707",0,0,"13,707",,"2,609,223",53.64%,49.47%
2006,Pennsylvania,PA,,4096077,9680466,3.0%,"44,397",0,0,"44,397",,"9,345,655",,
2006,Rhode Island,RI,392882,384993,824887,8.1%,"3,996",0,0,"3,996",,"754,075",52.10%,47.63%
2006,South Carolina,SC,1117311,1091952,3332190,3.2%,"23,616","38,353","3,072","45,865",,"3,179,695",35.14%,33.53%
